,year,community_board,metric,value
11934,2008,Staten Island Community Board 2,Average Household Size,2.710428
11935,2009,Staten Island Community Board 2,Average Household Size,2.7201965
11936,2010,Staten Island Community Board 2,Average Household Size,2.73
11937,2011,Staten Island Community Board 2,Average Household Size,2.7398388
11938,2012,Staten Island Community Board 2,Average Household Size,2.7497132
11939,2013,Staten Island Community Board 2,Average Household Size,2.7596233
11940,2014,Staten Island Community Board 2,Average Household Size,2.769569
11941,2015,Staten Island Community Board 2,Average Household Size,2.7795503
11942,2016,Staten Island Community Board 2,Average Household Size,2.7895677
11943,2017,Staten Island Community Board 2,Average Household Size,2.7996213
11944,2018,Staten Island Community Board 2,Average Household Size,2.8097112
11945,2019,Staten Island Community Board 2,Average Household Size,2.8198373
11946,2020,Staten Island Community Board 2,Average Household Size,2.83
11947,2021,Staten Island Community Board 2,Average Household Size,2.8401992
11948,2022,Staten Island Community Board 2,Average Household Size,2.8504353
11949,2023,Staten Island Community Board 2,Average Household Size,2.8607082
11950,2024,Staten Island Community Board 2,Average Household Size,2.8710182
11951,2006,Staten Island Community Board 2,Black Population,3624.7324
11952,2007,Staten Island Community Board 2,Black Population,3703.6824
11953,2008,Staten Island Community Board 2,Black Population,3784.3518
11954,2009,Staten Island Community Board 2,Black Population,3866.7783
11955,2010,Staten Island Community Board 2,Black Population,3951.0
11956,2011,Staten Island Community Board 2,Black Population,4037.0562
11957,2012,Staten Island Community Board 2,Black Population,4124.987
11958,2013,Staten Island Community Board 2,Black Population,4214.8325
11959,2014,Staten Island Community Board 2,Black Population,4306.6353
11960,2015,Staten Island Community Board 2,Black Population,4400.4375
11961,2016,Staten Island Community Board 2,Black Population,4496.2827
11962,2017,Staten Island Community Board 2,Black Population,4594.216
11963,2018,Staten Island Community Board 2,Black Population,4694.2817
11964,2019,Staten Island Community Board 2,Black Population,4796.5273
11965,2020,Staten Island Community Board 2,Black Population,4901.0
11966,2021,Staten Island Community Board 2,Black Population,5007.748
11967,2022,Staten Island Community Board 2,Black Population,5116.8213
11968,2023,Staten Island Community Board 2,Black Population,5228.27
11969,2024,Staten Island Community Board 2,Black Population,5342.146
11970,2006,Staten Island Community Board 2,Hispanic Population,16434.992
11971,2007,Staten Island Community Board 2,Hispanic Population,16677.81
11972,2008,Staten Island Community Board 2,Hispanic Population,16924.215
11973,2009,Staten Island Community Board 2,Hispanic Population,17174.26
11974,2010,Staten Island Community Board 2,Hispanic Population,17428.0
11975,2011,Staten Island Community Board 2,Hispanic Population,17685.488
11976,2012,Staten Island Community Board 2,Hispanic Population,17946.781
11977,2013,Staten Island Community Board 2,Hispanic Population,18211.936
11978,2014,Staten Island Community Board 2,Hispanic Population,18481.006
11979,2015,Staten Island Community Board 2,Hispanic Population,18754.053
11980,2016,Staten Island Community Board 2,Hispanic Population,19031.133
11981,2017,Staten Island Community Board 2,Hispanic Population,19312.307
11982,2018,Staten Island Community Board 2,Hispanic Population,19597.635
11983,2019,Staten Island Community Board 2,Hispanic Population,19887.178
11984,2020,Staten Island Community Board 2,Hispanic Population,20181.0
11985,2021,Staten Island Community Board 2,Hispanic Population,20479.162
11986,2022,Staten Island Community Board 2,Hispanic Population,20781.73
11987,2023,Staten Island Community Board 2,Hispanic Population,21088.77
11988,2024,Staten Island Community Board 2,Hispanic Population,21400.344
11989,2006,Staten Island Community Board 2,Household Population,126045.71
11990,2007,Staten Island Community Board 2,Household Population,126862.56
11991,2008,Staten Island Community Board 2,Household Population,127684.7
11992,2009,Staten Island Community Board 2,Household Population,128512.17
11993,2010,Staten Island Community Board 2,Household Population,129345.0
11994,2011,Staten Island Community Board 2,Household Population,130183.23
11995,2012,Staten Island Community Board 2,Household Population,131026.89
11996,2013,Staten Island Community Board 2,Household Population,131876.02
11997,2014,Staten Island Community Board 2,Household Population,132730.64
11998,2015,Staten Island Community Board 2,Household Population,133590.81
11999,2016,Staten Island Community Board 2,Household Population,134456.56
12000,2017,Staten Island Community Board 2,Household Population,135327.9
12001,2018,Staten Island Community Board 2,Household Population,136204.9
12002,2019,Staten Island Community Board 2,Household Population,137087.6
12003,2020,Staten Island Community Board 2,Household Population,137976.0
12004,2021,Staten Island Community Board 2,Household Population,138870.16
12005,2022,Staten Island Community Board 2,Household Population,139770.12
12006,2023,Staten Island Community Board 2,Household Population,140675.9
12007,2024,Staten Island Community Board 2,Household Population,141587.56
12008,2006,Staten Island Community Board 2,Housing Units,49815.934
12009,2007,Staten Island Community Board 2,Housing Units,49941.227
12010,2008,Staten Island Community Board 2,Housing Units,50066.836
12011,2009,Staten Island Community Board 2,Housing Units,50192.758
12012,2010,Staten Island Community Board 2,Housing Units,50319.0
12013,2011,Staten Island Community Board 2,Housing Units,50445.56
12014,2012,Staten Island Community Board 2,Housing Units,50572.434
12015,2013,Staten Island Community Board 2,Housing Units,50699.63
12016,2014,Staten Island Community Board 2,Housing Units,50827.145
12017,2015,Staten Island Community Board 2,Housing Units,50954.98
12018,2016,Staten Island Community Board 2,Housing Units,51083.137
12019,2017,Staten Island Community Board 2,Housing Units,51211.617
12020,2018,Staten Island Community Board 2,Housing Units,51340.42
12021,2019,Staten Island Community Board 2,Housing Units,51469.547
12022,2020,Staten Island Community Board 2,Housing Units,51599.0
12023,2021,Staten Island Community Board 2,Housing Units,51728.777
12024,2022,Staten Island Community Board 2,Housing Units,51858.883
12025,2023,Staten Island Community Board 2,Housing Units,51989.312
12026,2024,Staten Island Community Board 2,Housing Units,52120.07
12027,2006,Staten Island Community Board 2,Occupied Housing,46875.617
12028,2007,Staten Island Community Board 2,Occupied Housing,47002.94
12029,2008,Staten Island Community Board 2,Occupied Housing,47130.613
12030,2009,Staten Island Community Board 2,Occupied Housing,47258.633
12031,2010,Staten Island Community Board 2,Occupied Housing,47387.0
12032,2011,Staten Island Community Board 2,Occupied Housing,47515.715
12033,2012,Staten Island Community Board 2,Occupied Housing,47644.78
12034,2013,Staten Island Community Board 2,Occupied Housing,47774.195
12035,2014,Staten Island Community Board 2,Occupied Housing,47903.96
12036,2015,Staten Island Community Board 2,Occupied Housing,48034.082
12037,2016,Staten Island Community Board 2,Occupied Housing,48164.555
12038,2017,Staten Island Community Board 2,Occupied Housing,48295.383
12039,2018,Staten Island Community Board 2,Occupied Housing,48426.566
12040,2019,Staten Island Community Board 2,Occupied Housing,48558.105
12041,2020,Staten Island Community Board 2,Occupied Housing,48690.0
12042,2021,Staten Island Community Board 2,Occupied Housing,48822.254
12043,2022,Staten Island Community Board 2,Occupied Housing,48954.867
12044,2023,Staten Island Community Board 2,Occupied Housing,49087.844
12045,2024,Staten Island Community Board 2,Occupied Housing,49221.176
12046,2006,Staten Island Community Board 2,Other Population,390.17136
12047,2007,Staten Island Community Board 2,Other Population,418.81668
12048,2008,Staten Island Community Board 2,Other Population,449.56506
12049,2009,Staten Island Community Board 2,Other Population,482.57092
12050,2010,Staten Island Community Board 2,Other Population,518.0
12051,2011,Staten Island Community Board 2,Other Population,556.03015
12052,2012,Staten Island Community Board 2,Other Population,596.8524
12053,2013,Staten Island Community Board 2,Other Population,640.6717
12054,2014,Staten Island Community Board 2,Other Population,687.7081
12055,2015,Staten Island Community Board 2,Other Population,738.1978
12056,2016,Staten Island Community Board 2,Other Population,792.3943
12057,2017,Staten Island Community Board 2,Other Population,850.56976
12058,2018,Staten Island Community Board 2,Other Population,913.0163
12059,2019,Staten Island Community Board 2,Other Population,980.04755
12060,2020,Staten Island Community Board 2,Other Population,1052.0
12061,2021,Staten Island Community Board 2,Other Population,1129.235
12062,2022,Staten Island Community Board 2,Other Population,1212.1404
12063,2023,Staten Island Community Board 2,Other Population,1301.1326
12064,2024,Staten Island Community Board 2,Other Population,1396.6582
12065,2006,Staten Island Community Board 2,Population,128641.9
12066,2007,Staten Island Community Board 2,Population,129474.06
12067,2008,Staten Island Community Board 2,Population,130311.61
12068,2009,Staten Island Community Board 2,Population,131154.58
12069,2010,Staten Island Community Board 2,Population,132003.0
12070,2011,Staten Island Community Board 2,Population,132856.9
12071,2012,Staten Island Community Board 2,Population,133716.34
12072,2013,Staten Island Community Board 2,Population,134581.33
12073,2014,Staten Island Community Board 2,Population,135451.92
12074,2015,Staten Island Community Board 2,Population,136328.14
12075,2016,Staten Island Community Board 2,Population,137210.03
12076,2017,Staten Island Community Board 2,Population,138097.62
12077,2018,Staten Island Community Board 2,Population,138990.95
12078,2019,Staten Island Community Board 2,Population,139890.08
12079,2020,Staten Island Community Board 2,Population,140795.0
12080,2021,Staten Island Community Board 2,Population,141705.78
12081,2022,Staten Island Community Board 2,Population,142622.45
12082,2023,Staten Island Community Board 2,Population,143545.06
12083,2024,Staten Island Community Board 2,Population,144473.64
12084,2006,Staten Island Community Board 2,Under 18 Population,27511.34
12085,2007,Staten Island Community Board 2,Under 18 Population,27595.617
12086,2008,Staten Island Community Board 2,Under 18 Population,27680.152
12087,2009,Staten Island Community Board 2,Under 18 Population,27764.945
12088,2010,Staten Island Community Board 2,Under 18 Population,27850.0
12089,2011,Staten Island Community Board 2,Under 18 Population,27935.314
12090,2012,Staten Island Community Board 2,Under 18 Population,28020.89
12091,2013,Staten Island Community Board 2,Under 18 Population,28106.729
12092,2014,Staten Island Community Board 2,Under 18 Population,28192.828
12093,2015,Staten Island Community Board 2,Under 18 Population,28279.193
12094,2016,Staten Island Community Board 2,Under 18 Population,28365.822
12095,2017,Staten Island Community Board 2,Under 18 Population,28452.717
12096,2018,Staten Island Community Board 2,Under 18 Population,28539.877
12097,2019,Staten Island Community Board 2,Under 18 Population,28627.305
12098,2020,Staten Island Community Board 2,Under 18 Population,28715.0
12099,2021,Staten Island Community Board 2,Under 18 Population,28802.965
12100,2022,Staten Island Community Board 2,Under 18 Population,28891.197
12101,2023,Staten Island Community Board 2,Under 18 Population,28979.701
